Game, Date, PlayerID, GroupID, Time, Puzzle, Win, NumClicks, RegTime, DisplayTime, HintOn, NumHints, HintTime, Var1, Var2, Var3
27896,2024-10-06 09:12:55,Her,2027Ashesistats,26.0227,Diamond,1,24,0,1,1,0,0,Female,Mouse,21
27895,2024-10-06 09:12:15,Her,2027Ashesistats,27.4213,Diamond,1,28,0,1,1,0,0,Female,Mouse,21
27894,2024-10-06 09:11:47,Her,2027Ashesistats,25.9046,Diamond,1,29,0,1,1,0,0,Female,Mouse,21
27893,2024-10-06 09:11:19,Her,2027Ashesistats,27.905,Diamond,1,37,0,1,1,0,0,Female,Mouse,21
27892,2024-10-06 09:10:42,Her,2027Ashesistats,28.7198,Diamond,1,33,0,1,1,0,0,Female,Mouse,21
27891,2024-10-06 09:10:07,Her,2027Ashesistats,23.5159,Diamond,1,34,0,1,1,0,0,Female,Mouse,21
27890,2024-10-06 09:09:41,Her,2027Ashesistats,35.4987,Diamond,1,51,0,1,1,0,0,Female,Mouse,21
27889,2024-10-06 09:09:22,yoofi,Hydrotronics,27.7122,The Hook,1,24,0,1,0,0,0,,,
27888,2024-10-06 09:09:05,Her,2027Ashesistats,29.7391,Diamond,1,35,0,1,1,0,0,Female,Mouse,21
27887,2024-10-06 09:08:43,yoofi,Hydrotronics,27.1468,The G,1,23,0,1,0,0,0,,,
27886,2024-10-06 09:08:06,yoofi,Hydrotronics,275.386,Piano,1,212,0,1,0,0,0,,,
27885,2024-10-06 09:07:47,Her,2027Ashesistats,30.153,Diamond,1,37,0,1,1,0,0,Female,Mouse,21
27884,2024-10-06 09:07:10,Her,2027Ashesistats,31.888,Diamond,1,45,0,1,1,0,0,Female,Mouse,21
27883,2024-10-06 09:06:36,Her,2027Ashesistats,32.4396,Diamond,1,39,0,1,1,0,0,Female,Mouse,21
27882,2024-10-06 09:04:46,Her,2027Ashesistats,57.5282,Diamond,1,36,0,1,1,0,0,Female,Mouse,21
27881,2024-10-06 09:03:21,yoofi,Hydrotronics,145.324,Simple Chair,1,100,0,1,0,0,0,,,
27880,2024-10-06 09:02:38,Her,2027Ashesistats,49.1035,Diamond,1,32,0,1,1,0,0,Female,Touchpad,21
27879,2024-10-06 09:01:46,Her,2027Ashesistats,47.7405,Diamond,1,30,0,1,1,0,0,Female,Touchpad,21
27878,2024-10-06 09:00:49,Her,2027Ashesistats,42.7696,Diamond,1,31,0,1,1,0,0,Female,Touchpad,21
27877,2024-10-06 09:00:40,yoofi,Hydrotronics,231.02,Laughing Man,1,147,0,1,0,0,0,,,
27876,2024-10-06 08:59:11,Her,2027Ashesistats,56.1805,Diamond,1,40,0,1,1,0,0,Female,Touchpad,21
27875,2024-10-06 08:58:35,Vicent,2027Ashesistats,21.1441,Diamond,1,22,0,1,1,0,0,Male,Touchpad,18
27874,2024-10-06 08:58:12,Vicent,2027Ashesistats,15.7149,Diamond,1,22,0,1,1,0,0,Male,Touchpad,18
27873,2024-10-06 08:57:54,Her,2027Ashesistats,45.153,Diamond,1,27,0,1,1,0,0,Female,Touchpad,21
27872,2024-10-06 08:57:53,Vicent,2027Ashesistats,24.0302,Diamond,1,22,0,1,1,0,0,Male,Touchpad,18
27871,2024-10-06 08:57:27,Vicent,2027Ashesistats,14.1542,Diamond,1,17,0,1,1,0,0,Male,Touchpad,18
27870,2024-10-06 08:57:11,Vicent,2027Ashesistats,15.8425,Diamond,1,19,0,1,1,0,0,Male,Touchpad,18
27869,2024-10-06 08:56:54,Vicent,2027Ashesistats,18.6626,Diamond,1,22,0,1,1,0,0,Male,Touchpad,18
27868,2024-10-06 08:56:42,Her,2027Ashesistats,46.2206,Diamond,1,32,0,1,1,0,0,Female,Touchpad,21
27867,2024-10-06 08:56:31,Vicent,2027Ashesistats,13.6452,Diamond,1,19,0,1,1,0,0,Male,Touchpad,18
27866,2024-10-06 08:56:16,Vicent,2027Ashesistats,14.1688,Diamond,1,21,0,1,1,0,0,Male,Touchpad,18
27865,2024-10-06 08:55:58,Vicent,2027Ashesistats,16.7719,Diamond,1,23,0,1,1,0,0,Male,Touchpad,18
27864,2024-10-06 08:55:46,Her,2027Ashesistats,40.9669,Diamond,1,32,0,1,1,0,0,Female,Touchpad,21
27863,2024-10-06 08:55:16,Vicent,2027Ashesistats,16.8808,Diamond,1,23,0,1,1,0,0,Male,Mouse,18
27862,2024-10-06 08:55:03,Her,2027Ashesistats,48.1028,Diamond,1,35,0,1,1,0,0,Female,Touchpad,21
27861,2024-10-06 08:54:56,Vicent,2027Ashesistats,16.0162,Diamond,1,21,0,1,1,0,0,Male,Mouse,18
27860,2024-10-06 08:54:38,Vicent,2027Ashesistats,20.1892,Diamond,1,23,0,1,1,0,0,Male,Mouse,18
27859,2024-10-06 08:54:15,Vicent,2027Ashesistats,21.6288,Diamond,1,33,0,1,1,0,0,Male,Mouse,18
27858,2024-10-06 08:54:04,Her,2027Ashesistats,55.7871,Diamond,1,36,0,1,1,0,0,Female,Touchpad,21
27857,2024-10-06 08:53:52,Vicent,2027Ashesistats,16.9594,Diamond,1,21,0,1,1,0,0,Male,Mouse,18
27856,2024-10-06 08:53:30,Vicent,2027Ashesistats,15.571,Diamond,1,21,0,1,1,0,0,Male,Mouse,18
27855,2024-10-06 08:53:05,Vicent,2027Ashesistats,15.1257,Diamond,1,19,0,1,1,0,0,Male,Mouse,18
27854,2024-10-06 08:52:47,Her,2027Ashesistats,70.7671,Diamond,1,34,0,1,1,0,0,Female,Touchpad,21
27853,2024-10-06 08:52:45,Vicent,2027Ashesistats,31.339,Diamond,1,39,0,1,1,0,0,Male,Mouse,18
27852,2024-10-06 08:52:23,Vicent,2027Ashesistats,18.1416,Diamond,1,27,0,1,1,0,0,Male,Mouse,18
27851,2024-10-06 08:51:49,Vicent,2027Ashesistats,20.718,Diamond,1,31,0,1,1,0,0,Male,Mouse,18
27850,2024-10-06 08:51:20,Vicent,2027Ashesistats,19.2173,Diamond,1,23,0,1,1,0,0,Male,Mouse,18
27849,2024-10-06 08:51:09,yoofi,Hydrotronics,153.103,Crouching Cat,1,128,0,1,0,0,0,,,
27848,2024-10-06 08:50:12,Vicent,2027Ashesistats,109.169,Diamond,1,88,0,1,1,1,89.0495,Male,Touchpad,18
27847,2024-10-06 08:48:22,yoofi,Hydrotronics,38.7151,Diamond,1,33,0,1,1,0,0,,,
27846,2024-10-06 08:47:25,yoofi,Hydrotronics,51.5963,A Nice Lighthouse,1,34,0,1,0,0,0,,,
27845,2024-10-06 08:46:12,yoofi,Hydrotronics,104.353,House of Tangrams,1,81,0,1,0,0,0,,,
27844,2024-10-06 08:44:13,yoofi,Hydrotronics,189.921,Candle,1,121,0,1,0,0,0,,,
27843,2024-10-06 07:53:35,pcbridge,2027Ashesistats,23.8311,House of Tangrams,1,18,0,1,1,0,0,Male,EE,Cohort A
27842,2024-10-06 07:53:08,pcbridge,2027Ashesistats,29.207,House of Tangrams,1,22,0,1,1,0,0,Male,EE,Cohort A
27841,2024-10-06 07:52:35,pcbridge,2027Ashesistats,26.8001,House of Tangrams,1,25,0,1,1,0,0,Male,EE,Cohort A
27840,2024-10-06 07:51:38,pcbridge,2027Ashesistats,28.549,House of Tangrams,1,22,0,1,1,0,0,Male,EE,Cohort A
27839,2024-10-06 07:40:58,haiwa,Ashesistats2027,41.3863,The Hook,1,36,0,1,1,0,0,No. of classes = 2,,
27838,2024-10-06 07:38:21,haiwa,Ashesistats2027,36.3524,The Hook,1,31,0,1,1,0,0,No of classes = 2,,
27837,2024-10-06 07:37:49,haiwa,Ashesistats2027,36.7538,The Hook,1,24,0,1,1,0,0,No of classes = 2,,
27836,2024-10-06 07:37:03,haiwa,Ashesistats2027,56.6789,The Hook,1,36,0,1,1,0,0,No of classes = 2,,
27835,2024-10-06 07:35:46,931615ZZ,2027Ashesistats,63.785,The Hook,1,34,0,1,1,0,0,,,
27834,2024-10-06 07:34:21,931615ZZ,2027Ashesistats,52.3781,The G,1,33,0,1,1,0,0,,,
27833,2024-10-06 07:33:07,931615ZZ,2027Ashesistats,148.4,Piano,1,92,0,1,1,0,0,,,
27832,2024-10-06 07:32:54,haiwa,Ashesistats2027,62.5187,The Hook,1,48,0,1,1,0,0,No of classes = 2,,
27831,2024-10-06 07:31:44,haiwa,Ashesistats2027,60.9357,The Hook,1,45,0,1,1,0,0,No of classes = 2,,
27830,2024-10-06 07:30:34,haiwa,Ashesistats2027,41.1658,The Hook,1,23,0,1,1,0,0,No of classes = 2,,
27829,2024-10-06 07:30:11,931615ZZ,2027Ashesistats,100.79,Simple Chair,1,63,0,1,1,0,0,,,
27828,2024-10-06 07:28:03,931615ZZ,2027Ashesistats,43.7515,Laughing Man,1,24,0,1,1,0,0,,,
27827,2024-10-06 07:23:57,NORA,2027Ashesistats,76.2176,Diamond,1,57,0,1,1,3,17.12,Novice,Distracted,Touchpad
27826,2024-10-06 07:22:10,NORA,2027Ashesistats,50.7209,Simple Chair,1,41,0,1,1,0,0,Highly experienced,Focused,Touchpad
27825,2024-10-06 07:20:52,NORA,2027Ashesistats,154.669,Simple Chair,1,100,0,1,1,4,56.388,Novice,Focused,Touchpad
27824,2024-10-06 07:16:48,931615ZZ,2027Ashesistats,66.0486,Crouching Cat,1,37,0,1,1,0,0,,,
27823,2024-10-06 07:15:08,931615ZZ,2027Ashesistats,72.1456,Diamond,1,38,0,1,1,0,0,,,
27822,2024-10-06 07:13:30,931615ZZ,2027Ashesistats,321.223,A Nice Lighthouse,1,152,0,1,1,0,0,,,
27821,2024-10-06 07:11:29,Me,Hydrotronics,175.277,Laughing Man,1,59,0,1,0,0,0,,,
27820,2024-10-06 07:08:50,NORA,2027Ashesistats,57.1493,House of Tangrams,1,38,0,1,1,0,0,Novice,Focused,Touchpad
27819,2024-10-06 07:07:54,Me,Hydrotronics,63.7343,The Hook,1,29,0,1,1,0,0,,,
27818,2024-10-06 07:07:50,931615ZZ,2027Ashesistats,71.6128,House of Tangrams,1,36,0,1,1,0,0,,,
27817,2024-10-06 07:06:01,931615ZZ,2027Ashesistats,52.5927,Candle,1,30,0,1,1,0,0,,,
27816,2024-10-06 07:05:52,Me,Hydrotronics,125.998,The G,1,45,0,1,0,0,0,,,
27815,2024-10-06 07:05:20,NORA,2027Ashesistats,112.144,Candle,1,69,0,1,1,1,75.555,Novice,Distracted,Touchpad
27814,2024-10-06 07:03:07,Me,Hydrotronics,99.5986,Piano,1,42,0,1,0,0,0,,,
27813,2024-10-06 07:01:00,Me,Hydrotronics,208.677,Simple Chair,1,73,0,1,0,0,0,,,
27812,2024-10-06 06:59:48,haiwa,Ashesistats2027,85.9715,The Hook,1,61,0,1,1,0,0,No. of classes = 2,,
27811,2024-10-06 06:57:52,haiwa,Ashesistats2027,90.5186,The Hook,1,61,0,1,1,0,0,No. of classes = 2,,
27810,2024-10-06 06:56:13,haiwa,Ashesistats2027,50.8656,The Hook,1,26,0,1,1,0,0,No. of classes = 2,,
27809,2024-10-06 06:44:00,Me,Hydrotronics,159.181,Crouching Cat,1,66,0,1,0,0,0,,,
27808,2024-10-06 06:40:51,Me,Hydrotronics,83.4838,Diamond,1,35,0,1,0,0,0,,,
27807,2024-10-06 06:36:49,Me,Hydrotronics,280.542,A Nice Lighthouse,1,110,0,1,1,0,0,,,
27806,2024-10-06 06:23:35,Me,Hydrotronics,65.2181,House of Tangrams,1,30,0,1,1,0,0,,,
27805,2024-10-06 06:20:24,Me,Hydrotronics,105.179,Candle,1,40,0,1,0,0,0,,,
27804,2024-10-06 04:45:16,pcbridge,2027Ashesistats,34.9954,House of Tangrams,1,29,0,1,1,0,0,Male,EE,Cohort A
27803,2024-10-06 04:44:15,pcbridge,2027Ashesistats,75.4728,House of Tangrams,1,58,0,1,1,0,0,Male,EE,Cohort A
27802,2024-10-06 04:42:57,pcbridge,2027Ashesistats,37.65,House of Tangrams,1,28,0,1,1,0,0,Male,EE,Cohort A
27801,2024-10-06 04:42:08,pcbridge,2027Ashesistats,43.266,House of Tangrams,1,28,0,1,1,0,0,Male,EE,Cohort A
27800,2024-10-06 04:41:25,pcbridge,2027Ashesistats,53.7522,House of Tangrams,1,30,0,1,1,0,0,Male,EE,Cohort A
27799,2024-10-06 04:39:05,pcbridge,2026Ashesistats,278.669,House of Tangrams,1,126,0,1,1,3,142.182,Male,EE,Cohort A
27798,2024-10-06 03:37:27,Kraken,2027Ashesistats,44.506,House of Tangrams,1,29,0,1,0,0,0,Game preference (Action games),,
27797,2024-10-06 03:36:31,Kraken,2027Ashesistats,30.9466,House of Tangrams,1,20,0,1,0,0,0,Game preference (Action games),,
27796,2024-10-06 03:35:52,Kraken,2027Ashesistats,33.9627,House of Tangrams,1,19,0,1,0,0,0,Game preference (Action games),,
27795,2024-10-06 03:35:08,Kraken,2027Ashesistats,34.2085,House of Tangrams,1,21,0,1,0,0,0,Game preference (Action games),,
27794,2024-10-06 03:34:26,Kraken,2027Ashesistats,36.3079,House of Tangrams,1,21,0,1,0,0,0,Game preference (Action games),,
27793,2024-10-06 03:33:38,Kraken,2027Ashesistats,32.3773,House of Tangrams,1,19,0,1,0,0,0,Game preference (Action games),,
27792,2024-10-06 03:32:58,Kraken,2027Ashesistats,32.1582,House of Tangrams,1,18,0,1,0,0,0,Game preference (Action games),,
27791,2024-10-06 03:32:19,Kraken,2027Ashesistats,28.8787,House of Tangrams,1,18,0,1,0,0,0,Game preference (Action games),,
27790,2024-10-06 03:31:41,Kraken,2027Ashesistats,31.312,House of Tangrams,1,20,0,1,0,0,0,Game preference (Action games),,
27789,2024-10-06 03:30:38,Kraken,2027Ashesistats,50.3052,House of Tangrams,1,28,0,1,0,0,0,Game preference (Action games),,
27788,2024-10-06 02:42:02,haiwa,Ashesistats2027,34.7531,Diamond,1,23,0,1,1,0,0,Familiarity: Yes,,
27787,2024-10-06 02:41:26,haiwa,Ashesistats2027,34.1366,Diamond,1,23,0,1,1,0,0,Familiarity: Yes,,
27786,2024-10-06 02:40:50,haiwa,Ashesistats2027,37.5524,Diamond,1,25,0,1,1,0,0,Familiarity: Yes,,
27785,2024-10-06 02:40:10,haiwa,Ashesistats2027,32.4628,Diamond,1,23,0,1,1,0,0,Familiarity: Yes,,
27784,2024-10-06 02:39:36,haiwa,Ashesistats2027,39.5866,Diamond,1,29,0,1,1,0,0,Familiarity: Yes,,
27783,2024-10-06 02:38:55,haiwa,Ashesistats2027,30.6691,Diamond,1,20,0,1,1,0,0,Familiarity: Yes,,
27782,2024-10-06 02:38:23,haiwa,Ashesistats2027,38.5868,Diamond,1,26,0,1,1,0,0,Familiarity: Yes,,
27781,2024-10-06 02:28:07,haiwa,Ashesistats2027,43.8695,Diamond,1,30,0,1,1,0,0,Familiarity: Yes,,
27780,2024-10-06 02:27:22,haiwa,Ashesistats2027,33.4706,Diamond,1,23,0,1,1,0,0,Familiarity: Yes,,
27779,2024-10-06 02:26:46,haiwa,Ashesistats2027,42.452,Diamond,1,30,0,1,1,0,0,Familiarity: Yes,,
27778,2024-10-06 02:26:02,haiwa,Ashesistats2027,56.9666,Diamond,1,44,0,1,1,0,0,Familiarity: Yes,,
27777,2024-10-06 02:25:03,haiwa,Ashesistats2027,48.8536,Diamond,1,34,0,1,1,0,0,Familiarity: Yes,,
27776,2024-10-06 02:24:12,haiwa,Ashesistats2027,65.757,Diamond,1,58,0,1,1,0,0,Familiarity: Yes,,
27775,2024-10-06 02:22:51,haiwa,Ashesistats2027,70.0365,Diamond,1,60,0,1,1,0,0,Familiarity: Yes,,
27774,2024-10-06 02:21:38,haiwa,Ashesistats2027,52.1869,Diamond,1,36,0,1,1,0,0,Familiarity: Yes,,
27773,2024-10-06 02:20:30,haiwa,Ashesistats2027,96.9191,Diamond,1,72,0,1,1,0,0,Familiarity: Yes,,
27772,2024-10-06 02:18:45,haiwa,Ashesistats2027,112.914,Diamond,1,64,0,1,1,0,0,Familiarity: Yes,,
27771,2024-10-06 01:47:41,fishpieeeee,2027Ashesistats,24.0205,House of Tangrams,1,23,0,1,1,0,0,Female,Touchpad,19
27770,2024-10-06 01:47:14,fishpieeeee,2027Ashesistats,22.6377,House of Tangrams,1,17,0,1,1,0,0,Female,Touchpad,19
27769,2024-10-06 01:46:40,fishpieeeee,2027Ashesistats,24.3213,House of Tangrams,1,16,0,1,1,0,0,Female,Touchpad,19
27768,2024-10-06 01:46:09,fishpieeeee,2027Ashesistats,26.7529,House of Tangrams,1,20,0,1,1,0,0,Female,Touchpad,19
27767,2024-10-06 01:44:40,fishpieeeee,2027Ashesistats,34.2382,House of Tangrams,1,18,0,1,1,0,0,Female,Touchpad,19
27766,2024-10-05 20:53:21,qwerty,2027Ashesistats,29.3993,The Hook,1,27,0,1,1,0,0,male,Male Electrical engineering,cohort A
27765,2024-10-05 20:52:49,qwerty,2027Ashesistats,65.2799,The Hook,1,50,0,1,1,0,0,male,Male Electrical engineering,cohort A
27764,2024-10-05 20:49:47,qwerty,2027Ashesistats,34.8151,The G,1,27,0,1,1,0,0,male,Male Electrical engineering,cohort A
27763,2024-10-05 20:48:42,qwerty,2027Ashesistats,71.0944,The G,1,53,0,1,1,0,0,male,Male Electrical engineering,cohort A
27762,2024-10-05 20:44:48,qwerty,2027Ashesistats,58.3963,The G,1,65,0,1,1,0,0,male,Male Electrical engineering,cohort A
27761,2024-10-05 20:42:47,qwerty,2027Ashesistats,22.2681,Piano,1,29,0,1,1,0,0,`male,Male Electrical engineering,cohort A
27760,2024-10-05 20:42:22,qwerty,2027Ashesistats,56.6485,Piano,1,38,0,1,1,0,0,`male,Male Electrical engineering,cohort A
27759,2024-10-05 20:41:23,qwerty,2027Ashesistats,68.2255,Piano,1,53,0,1,1,0,0,`male,Male Electrical engineering,cohort A
27758,2024-10-05 20:39:30,qwerty,2027Ashesistats,31.3343,Simple Chair,1,38,0,1,1,0,0,male,Male Electrical engineering,cohort A
27757,2024-10-05 20:38:36,qwerty,2027Ashesistats,37.1309,Simple Chair,1,34,0,1,1,0,0,male,Male Electrical engineering,cohort A
27756,2024-10-05 20:31:46,qwerty,2027Ashesistats,28.9012,Laughing Man,1,27,0,1,1,0,0,male,Male Electrical engineering,cohort A
27755,2024-10-05 20:31:02,qwerty,2027Ashesistats,80.0065,Laughing Man,1,34,0,1,1,0,0,male,Male Electrical engineering,cohort A
27754,2024-10-05 20:26:20,qwerty,2027Ashesistats,69.7615,Laughing Man,1,40,0,1,1,7,58.8311,male,Male Electrical engineering,Cohort A
27753,2024-10-05 20:24:19,yawsticks,2027Ashesistats,27.6905,The Hook,1,48,0,1,1,0,0,Male,Electrical Engineering,Cohort A
27752,2024-10-05 20:23:42,yawsticks,2027Ashesistats,17.5978,The Hook,1,28,0,1,1,0,0,Male,Electrical Engineering,Cohort A
27751,2024-10-05 20:23:15,yawsticks,2027Ashesistats,19.8887,The Hook,1,29,0,1,1,0,0,Male,Electrical Engineering,Cohort A
27750,2024-10-05 20:22:43,yawsticks,2027Ashesistats,23.4274,The Hook,1,37,0,1,1,0,0,Male,Electrical Engineering,Cohort A
27749,2024-10-05 20:21:55,qwerty,2027Ashesistats,192.215,Laughing Man,1,85,0,1,1,2,170.51,male,Male Electrical engineering,cohort A
27748,2024-10-05 20:21:37,yawsticks,2027Ashesistats,29.6385,The Hook,1,46,0,1,1,0,0,Male,Electrical Engineering,Cohort A
27747,2024-10-05 20:20:56,yawsticks,2027Ashesistats,16.5123,The Hook,1,28,0,1,1,0,0,Male,Electrical Engineering,Cohort A
27746,2024-10-05 20:20:27,yawsticks,2027Ashesistats,18.2125,The Hook,1,28,0,1,1,0,0,Male,Electrical Engineering,Cohort A
27745,2024-10-05 20:20:00,yawsticks,2027Ashesistats,22.0542,The Hook,1,32,0,1,1,0,0,Male,Electrical Engineering,Cohort A
27744,2024-10-05 20:19:28,yawsticks,2027Ashesistats,20.3278,The Hook,1,29,0,1,1,0,0,Male,Electrical Engineering,Cohort A
27743,2024-10-05 20:18:59,yawsticks,2027Ashesistats,37.9456,The Hook,1,39,0,1,1,3,7.33301,Male,Electrical Engineering,Cohort A
27742,2024-10-05 20:18:08,yawsticks,2027Ashesistats,37.6048,The Hook,1,29,0,1,1,6,13.0147,Male,Electrical Engineering,Cohort A
27741,2024-10-05 20:17:35,qwerty,2027Ashesistats,24.0002,Crouching Cat,1,20,0,1,1,0,0,male,electrical engineering,cohort A
27740,2024-10-05 20:17:17,yawsticks,2027Ashesistats,31.3087,The Hook,1,51,0,1,1,5,1.63818,Male,Electrical Engineering,Cohort A
27739,2024-10-05 20:15:57,yawsticks,2027Ashesistats,24.4934,The Hook,1,36,0,1,1,6,1.61963,Male,Electrical Engineering,Cohort A
27738,2024-10-05 20:14:51,yawsticks,2027Ashesistats,26.1962,The G,1,26,0,1,1,6,1.50244,Male,Electrical Engineering,Cohort A
27737,2024-10-05 20:12:46,yawsticks,2027Ashesistats,37.587,Piano,1,48,0,1,1,6,2.97754,Male,Electrical Engineering,Cohort A
27736,2024-10-05 20:12:27,qwerty,2027Ashesistats,34.8841,Diamond,1,33,0,1,1,0,0,male,Electrical engineering,Cohort A
27735,2024-10-05 20:11:42,qwerty,2027Ashesistats,113.04,Diamond,1,85,0,1,1,0,0,male,Electrical engineering,Cohort A
27734,2024-10-05 20:08:45,qwerty,2027Ashesistats,36.48,A Nice Lighthouse,1,33,0,1,1,0,0,male,Electrical engineering,cohort A
27733,2024-10-05 20:08:07,qwerty,2027Ashesistats,87.0578,A Nice Lighthouse,1,83,0,1,1,0,0,male,Electrical engineering,cohort A
27732,2024-10-05 20:06:36,qwerty,2027Ashesistats,68.4936,A Nice Lighthouse,1,55,0,1,1,0,0,male,Electrical engineering,cohort A
27731,2024-10-05 20:05:20,qwerty,2027Ashesistats,99.2568,A Nice Lighthouse,1,75,0,1,1,0,0,male,Electrical engineering,cohort A
27730,2024-10-05 20:03:55,yawsticks,2027Ashesistats,23.6126,Simple Chair,1,39,0,1,1,0,0,Male,Electrical Engineering,Cohort A
27729,2024-10-05 20:03:34,qwerty,2027Ashesistats,170.773,A Nice Lighthouse,1,118,0,1,1,0,0,male,Electrical engineering,cohort A
27728,2024-10-05 20:03:30,yawsticks,2027Ashesistats,29.7766,Simple Chair,1,55,0,1,1,3,1.22095,Male,Electrical Engineering,Cohort A
27727,2024-10-05 20:02:59,yawsticks,2027Ashesistats,36.5213,Simple Chair,1,60,0,1,1,7,1.70288,Male,Electrical Engineering,Cohort A
27726,2024-10-05 20:02:12,yawsticks,2027Ashesistats,29.94,Simple Chair,1,43,0,1,1,5,1.6853,Male,Electrical Engineering,Cohort A
27725,2024-10-05 20:00:50,yawsticks,2027Ashesistats,54.9453,Simple Chair,1,45,0,1,1,6,21.5935,Male,Electrical Engineering,Cohort A
27724,2024-10-05 19:59:44,qwerty,2027Ashesistats,31.9973,House of Tangrams,1,34,0,1,1,0,0,male,Electrical engineering,cohort A
27723,2024-10-05 19:59:11,qwerty,2027Ashesistats,94.2572,House of Tangrams,1,61,0,1,1,0,0,male,Electrical engineering,cohort A
27722,2024-10-05 19:59:00,yawsticks,2027Ashesistats,41.3699,Laughing Man,1,47,0,1,1,0,0,Male,Electrical Engineering,Cohort A
27721,2024-10-05 19:58:17,yawsticks,2027Ashesistats,44.5689,Laughing Man,1,39,0,1,1,0,0,Male,Electrical Engineering,Cohort A
27720,2024-10-05 19:57:31,yawsticks,2027Ashesistats,114.105,Laughing Man,1,95,0,1,1,2,53.7141,Male,Electrical Engineering,Cohort A
27719,2024-10-05 19:56:35,qwerty,2027Ashesistats,30.8133,Candle,1,25,0,1,1,0,0,male,Electrical engineering,cohort A
27718,2024-10-05 19:54:51,qwerty,2027Ashesistats,60.3642,Candle,1,42,0,1,1,0,0,Male,Electrical engineering,Cohort A
27717,2024-10-05 19:45:44,yawsticks,2027Ashesistats,65.4135,Laughing Man,1,59,0,1,1,3,40.5205,Male,Electrical Engineering,Cohort A
27716,2024-10-05 19:44:37,yawsticks,2027Ashesistats,82.1838,Laughing Man,1,61,0,1,1,4,40.7007,Male,Electrical Engineering,Cohort A
27715,2024-10-05 19:43:13,yawsticks,2027Ashesistats,106.959,Laughing Man,1,94,0,1,1,5,2.45215,Male,Electrical Engineering,Cohort A
27714,2024-10-05 19:40:14,yawsticks,2027Ashesistats,86.5154,Crouching Cat,1,90,0,1,1,2,50.5476,Male,Electrical Engineering,Cohort A
27713,2024-10-05 19:38:03,yawsticks,2027Ashesistats,37.4043,Diamond,1,40,0,1,1,0,0,Male,Electrical Engineering,Cohort A
27712,2024-10-05 19:36:01,yawsticks,2027Ashesistats,31.0072,A Nice Lighthouse,1,22,0,1,1,0,0,Male,Electrical Engineering,Cohot A
27711,2024-10-05 19:35:13,yawsticks,2027Ashesistats,120.999,A Nice Lighthouse,1,78,0,1,1,7,66.642,Male,Electrical Engineering,Cohot A
27710,2024-10-05 19:31:40,Eves,2027Ashesistats,39.152,Diamond,1,26,120,1,0,0,0,,,
27709,2024-10-05 19:29:41,yawsticks,2027Ashesistats,36.8043,House of Tangrams,1,28,0,1,1,0,0,Male,Electrical Engineer,Cohort A
27708,2024-10-05 19:29:37,takudzwa,2027Ashesistats,30.2189,Diamond,1,17,0,0,0,0,0,,,
27707,2024-10-05 19:29:04,takudzwa,2027Ashesistats,22.3523,Diamond,1,15,0,0,0,0,0,,,
27706,2024-10-05 19:28:56,yawsticks,2027Ashesistats,303.673,House of Tangrams,1,157,0,1,1,7,103.809,Male,Electrical Engineer,Cohort A
27705,2024-10-05 19:28:40,takudzwa,2027Ashesistats,24.402,Diamond,1,17,0,0,0,0,0,,,
27704,2024-10-05 19:28:12,takudzwa,2027Ashesistats,17.4526,Diamond,1,11,0,0,0,0,0,,,
27703,2024-10-05 19:27:52,takudzwa,2027Ashesistats,20.2352,Diamond,1,14,0,0,0,0,0,,,
27702,2024-10-05 19:27:23,takudzwa,2027Ashesistats,19.7192,Diamond,1,14,0,0,0,0,0,,,
27701,2024-10-05 19:21:35,takudzwa,2027Ashesistats,22.8853,Diamond,1,17,120,1,1,0,0,,,
27700,2024-10-05 19:21:11,takudzwa,2027Ashesistats,23.5344,Diamond,1,15,120,1,1,0,0,,,
27699,2024-10-05 19:20:48,Li29Me,2027Ashesistats,18.0046,Diamond,1,16,120,1,0,0,0,,,
27698,2024-10-05 19:20:46,takudzwa,2027Ashesistats,35.0838,Diamond,1,22,120,1,1,0,0,,,
27697,2024-10-05 19:20:28,Li29Me,2027Ashesistats,20.9862,Diamond,1,20,120,1,0,0,0,,,
27696,2024-10-05 19:20:09,takudzwa,2027Ashesistats,19.489,Diamond,1,16,120,1,1,0,0,,,
27695,2024-10-05 19:20:05,Li29Me,2027Ashesistats,13.8396,Diamond,1,17,120,1,0,0,0,,,
27694,2024-10-05 19:19:50,Li29Me,2027Ashesistats,17.2724,Diamond,1,20,120,1,0,0,0,,,
27693,2024-10-05 19:19:43,yawsticks,2027Ashesistats,38.3588,Candle,1,40,0,1,1,0,0,Male,Electrical Engineering,Cohot A
27692,2024-10-05 19:19:42,takudzwa,2027Ashesistats,17.5864,Diamond,1,15,120,1,1,0,0,,,
27691,2024-10-05 19:19:31,Li29Me,2027Ashesistats,15.4678,Diamond,1,23,120,1,0,0,0,,,
27690,2024-10-05 19:19:23,takudzwa,2027Ashesistats,20.9515,Diamond,1,15,120,1,1,0,0,,,
27689,2024-10-05 19:19:15,Li29Me,2027Ashesistats,13.5662,Diamond,1,17,120,1,0,0,0,,,
27687,2024-10-05 19:19:00,takudzwa,2027Ashesistats,19.8518,Diamond,1,13,120,1,1,0,0,,,
27688,2024-10-05 19:19:00,Li29Me,2027Ashesistats,16.8361,Diamond,1,25,120,1,0,0,0,,,
27686,2024-10-05 19:18:40,Li29Me,2027Ashesistats,13.6709,Diamond,1,19,120,1,0,0,0,,,
